-0.036211755	-0.04853729	0.20632064	0.013345361	-0.026666118	0.105710424	-0.04020756	0.06207377	0.06922992	-0.025625171	-0.00850331	-0.09655525	0.00981728	0.062132817	0.032833636	0.012664429
-0.041529417	0.002729641	0.16229552	0.015759977	-0.06352765	0.13006258	-0.045882642	0.06812533	0.07929494	-0.020784205	-0.06623463	-0.07309581	-0.029162826	0.19907935	0.060481504	0.012319928
-0.09669292	0.0013132215	0.15216032	-0.026854385	-0.053786788	0.071064234	-0.036040355	0.057558693	0.09544823	-0.082148165	0.019068796	0.011736105	-0.04269547	0.08270155	0.09916992	0.011076867
0.01550801	0.0334991	0.1627746	-0.07393798	-0.03734042	0.10935514	-0.060906284	0.035993304	0.01911063	-0.09333322	-0.08019896	-0.06341808	-0.062444765	0.17227055	0.030838814	-0.0016826929
0.011306137	-0.031505216	0.07958165	-0.0131293	-0.029460859	0.10535264	0.0069677476	0.03399366	0.005029007	-0.09029674	-0.035541218	-0.07248094	-0.042423125	0.09289348	0.10540417	-0.061441727
-0.04699879	0.00770144	0.18433246	-0.01111557	0.009362628	0.08145072	-0.080317	0.02923689	0.025874361	-0.028496556	-0.053445756	-0.06981335	0.009651175	0.088602796	0.034324355	-0.038271006
-0.01870642	0.014218275	0.12221932	-0.07459098	-0.04592941	0.15139794	-0.0380657	0.0795324	0.08981788	-0.09210625	0.017851265	-0.053622894	-0.024726711	0.135833	0.019439347	0.06306113
-0.04196827	0.033430666	0.088065326	0.02370059	-0.07893074	0.12038211	-0.06781277	-0.022771455	0.05200958	-0.10720928	-0.028820753	-0.019029371	0.024418034	0.07640365	0.07356846	-0.0037217622
-0.0067165913	0.028104784	0.06803612	0.014054077	-0.0042964565	0.11436155	0.031967998	0.056798454	0.0117626125	-0.07675387	-0.07413028	-0.05665382	-0.052409995	0.07749041	0.06738125	-0.007867948
-0.07057019	0.04075132	0.049383856	-0.059161495	-0.07326704	0.10822078	-0.036261305	0.025223248	0.09032697	-0.13077651	-0.055488463	-0.04893864	0.0015433638	0.17870043	0.061505478	-0.048439916
-0.04930176	0.039736766	0.14168109	-0.045443926	-0.051351003	0.040947314	-0.069615684	0.02832834	0.01241617	-0.09259941	0.03825968	-0.0489632	-0.049044333	0.088363394	-0.002737341	0.024571268
-0.016490221	-0.040259473	0.08578449	0.0068293638	-0.039012413	0.18465182	-0.120926425	0.040018536	0.07319652	-0.011794568	-0.09894967	-0.002089098	-0.0734217	0.18830188	0.039284892	-4.3655888e-05
0.002709668	-0.043404978	0.02377195	-0.011461762	-0.060132813	0.05384973	-0.05344818	-0.03393801	0.070704505	-0.06351935	-0.04684408	0.057823483	-0.027362838	0.095662214	0.061980166	-0.041900497
-0.019606967	-0.015366971	0.062253542	-0.0017149933	0.013127118	0.07327005	-0.09229659	-0.005278187	0.047559246	-0.019092703	0.031562656	-0.07144678	-0.017388908	0.12379765	0.039958507	0.06170049
-0.02145136	0.042798847	0.10108383	0.025113406	-0.1340153	0.06449334	-0.0073386654	0.04659472	-0.011600269	-0.11924485	-0.1055424	-0.005360324	0.0034556834	0.16901873	0.021958284	0.037643697
-0.028044732	-0.009097679	0.098983966	-0.023817848	-0.048071638	0.11220798	-0.027957812	0.009574268	0.05191862	-0.022253077	-0.02256699	-0.07944438	-0.0059175366	0.030901277	0.0696621	0.018121516
-0.049203612	-0.012909547	0.05409915	0.019500803	-0.09370887	-0.039403364	-0.062234562	-0.013354436	0.0860636	-0.009585601	-0.08060487	-0.08109815	0.014150399	0.11975843	0.08680698	0.0095291305
0.0134506	-0.02564144	0.07197797	-0.056301776	-0.0374637	0.11308219	-0.11131683	-0.034441043	0.06822024	0.00093076046	-0.046933588	-0.05376484	-0.12751901	0.08838622	0.083268896	0.0012603725
-0.03663801	-0.017410109	0.118395165	-0.016875092	-0.012877657	0.046631873	-0.023870511	0.013025509	0.07195982	-0.045665078	-0.06459034	-0.1186604	0.03029476	0.07414134	0.018574458	0.013203322
-0.01712188	-0.0004895305	0.073797844	-0.08529682	-0.011406306	0.09902717	-0.053403605	-0.026530571	0.0797926	0.014703608	0.0021235647	-0.025463179	-0.029511381	0.07670115	0.052033972	-0.04291142
